2025-02-20 19:24:05,604 - src.utils.logger - ERROR - Error loading knowledge graph: leading zeros in decimal integer literals are not permitted; use an 0o prefix for octal integers (<string>, line 1)
2025-02-20 19:24:05,604 - src.utils.logger - ERROR - Error setting up training environment: leading zeros in decimal integer literals are not permitted; use an 0o prefix for octal integers (<string>, line 1)
2025-02-20 19:24:05,605 - src.utils.logger - ERROR - Training error: leading zeros in decimal integer literals are not permitted; use an 0o prefix for octal integers (<string>, line 1)
2025-02-20 19:24:56,072 - src.utils.logger - ERROR - Error setting up training environment: Couldn't connect to localhost:7687 (resolved to ('127.0.0.1:7687', '[::1]:7687')):
Failed to establish connection to ResolvedIPv4Address(('127.0.0.1', 7687)) (reason [Errno 111] Connection refused)
2025-02-20 19:56:39,462 - src.utils.logger - INFO - Action distribution after 20 episodes: {0: 0.37745, 1: 0.3376, 2: 0.19225, 3: 0.0927}
2025-02-20 19:56:39,462 - src.utils.logger - INFO - Average reward over last 10 episodes: -80.82
2025-02-20 19:56:39,462 - src.utils.logger - INFO - Average loss over last 10 episodes: 4.9027
2025-02-20 19:56:39,462 - src.utils.logger - INFO - Current epsilon value: 0.0100
2025-02-20 19:56:39,462 - src.utils.logger - INFO - Reward stability (std): 29.5557
2025-02-20 19:56:39,462 - src.utils.logger - INFO - Loss stability (std): 2.8518
2025-02-20 19:56:41,883 - src.utils.logger - INFO - Episode 21/100 - Reward: -40.61 - Avg Loss: 5.5510 - Steps: 1000 - Epsilon: 0.010
2025-02-20 19:56:41,883 - src.utils.logger - INFO - Updated target network at episode 21
2025-02-20 19:56:44,737 - src.utils.logger - INFO - Episode 22/100 - Reward: -68.55 - Avg Loss: 7.7749 - Steps: 1000 - Epsilon: 0.010
2025-02-20 19:56:47,455 - src.utils.logger - INFO - Episode 23/100 - Reward: -77.76 - Avg Loss: 5.7400 - Steps: 1000 - Epsilon: 0.010
2025-02-20 19:56:50,080 - src.utils.logger - INFO - Episode 24/100 - Reward: -77.27 - Avg Loss: 7.6217 - Steps: 1000 - Epsilon: 0.010
2025-02-20 19:56:53,735 - src.utils.logger - INFO - Episode 25/100 - Reward: -90.00 - Avg Loss: 5.2298 - Steps: 1000 - Epsilon: 0.010
2025-02-20 19:56:56,217 - src.utils.logger - INFO - Episode 26/100 - Reward: -86.88 - Avg Loss: 5.1570 - Steps: 1000 - Epsilon: 0.010
2025-02-20 19:56:58,623 - src.utils.logger - INFO - Episode 27/100 - Reward: -176.90 - Avg Loss: 3.0234 - Steps: 1000 - Epsilon: 0.010
2025-02-20 19:57:01,802 - src.utils.logger - INFO - Episode 28/100 - Reward: -113.80 - Avg Loss: 5.3993 - Steps: 1000 - Epsilon: 0.010
2025-02-20 19:57:04,745 - src.utils.logger - INFO - Episode 29/100 - Reward: -61.73 - Avg Loss: 5.0090 - Steps: 1000 - Epsilon: 0.010
2025-02-20 19:57:07,461 - src.utils.logger - INFO - Episode 30/100 - Reward: -47.54 - Avg Loss: 2.3790 - Steps: 1000 - Epsilon: 0.010
2025-02-20 19:57:07,461 - src.utils.logger - INFO - Action distribution after 30 episodes: {0: 0.3705333333333333, 1: 0.3546, 2: 0.171, 3: 0.10386666666666666}
2025-02-20 19:57:07,462 - src.utils.logger - INFO - Average reward over last 10 episodes: -84.10
2025-02-20 19:57:07,462 - src.utils.logger - INFO - Average loss over last 10 episodes: 5.2885
2025-02-20 19:57:07,462 - src.utils.logger - INFO - Current epsilon value: 0.0100
2025-02-20 19:57:07,462 - src.utils.logger - INFO - Reward stability (std): 29.2881
2025-02-20 19:57:07,463 - src.utils.logger - INFO - Loss stability (std): 2.0188
2025-02-20 19:57:10,563 - src.utils.logger - INFO - Episode 31/100 - Reward: -748.29 - Avg Loss: 5.6711 - Steps: 1000 - Epsilon: 0.010
2025-02-20 19:57:10,564 - src.utils.logger - INFO - Updated target network at episode 31
2025-02-20 19:57:13,415 - src.utils.logger - INFO - Episode 32/100 - Reward: -85.96 - Avg Loss: 5.0634 - Steps: 1000 - Epsilon: 0.010
2025-02-20 19:57:15,910 - src.utils.logger - INFO - Episode 33/100 - Reward: -64.59 - Avg Loss: 6.1083 - Steps: 1000 - Epsilon: 0.010
2025-02-20 19:57:18,729 - src.utils.logger - INFO - Episode 34/100 - Reward: -65.07 - Avg Loss: 2.6500 - Steps: 1000 - Epsilon: 0.010
2025-02-20 19:57:21,967 - src.utils.logger - INFO - Episode 35/100 - Reward: -85.35 - Avg Loss: 5.2219 - Steps: 1000 - Epsilon: 0.010
2025-02-20 19:57:29,414 - src.utils.logger - INFO - Episode 36/100 - Reward: -75.02 - Avg Loss: 5.4587 - Steps: 1000 - Epsilon: 0.010
2025-02-20 19:57:32,400 - src.utils.logger - INFO - Episode 37/100 - Reward: -66.12 - Avg Loss: 4.6144 - Steps: 1000 - Epsilon: 0.010
2025-02-20 19:57:34,969 - src.utils.logger - INFO - Episode 38/100 - Reward: -55.35 - Avg Loss: 4.1339 - Steps: 1000 - Epsilon: 0.010
2025-02-20 19:57:38,483 - src.utils.logger - INFO - Episode 39/100 - Reward: -120.60 - Avg Loss: 8.3155 - Steps: 1000 - Epsilon: 0.010
2025-02-20 19:57:42,631 - src.utils.logger - INFO - Episode 40/100 - Reward: -46.92 - Avg Loss: 5.7128 - Steps: 1000 - Epsilon: 0.010
2025-02-20 19:57:42,631 - src.utils.logger - INFO - Action distribution after 40 episodes: {0: 0.395075, 1: 0.332125, 2: 0.15275, 3: 0.12005}
2025-02-20 19:57:42,632 - src.utils.logger - INFO - Average reward over last 10 episodes: -141.33
2025-02-20 19:57:42,632 - src.utils.logger - INFO - Average loss over last 10 episodes: 5.2950
2025-02-20 19:57:42,632 - src.utils.logger - INFO - Current epsilon value: 0.0100
2025-02-20 19:57:42,633 - src.utils.logger - INFO - Reward stability (std): 148.8381
2025-02-20 19:57:42,633 - src.utils.logger - INFO - Loss stability (std): 1.4933
2025-02-20 19:59:48,403 - src.utils.logger - INFO - Starting main training process...
2025-02-20 19:59:48,403 - src.utils.logger - INFO - Starting training environment setup...
2025-02-20 19:59:48,403 - src.utils.logger - INFO - Loading data from CSV: attached_assets/export300.csv
2025-02-20 19:59:48,433 - src.utils.logger - INFO - Retrieved 2 threat patterns and 298 attack techniques
2025-02-20 19:59:48,434 - src.utils.logger - INFO - Processing CVE data...
2025-02-20 19:59:48,439 - src.utils.logger - INFO - Processing attack data...
2025-02-20 19:59:48,449 - src.utils.logger - INFO - Creating feature vector...
2025-02-20 19:59:48,453 - src.utils.logger - INFO - Feature vector dimension: 8
2025-02-20 19:59:48,453 - src.utils.logger - INFO - Initializing environment...
2025-02-20 19:59:48,454 - src.utils.logger - INFO - Initializing RL agent...
2025-02-20 19:59:49,304 - src.utils.logger - INFO - Training environment setup completed successfully
2025-02-20 19:59:49,304 - src.utils.logger - INFO - Beginning training loop with 100 episodes...
2025-02-20 19:59:53,096 - src.utils.logger - INFO - Episode 1/100 - Reward: -80.14 - Avg Loss: 0.1521 - Steps: 1000 - Epsilon: 0.010
2025-02-20 19:59:53,097 - src.utils.logger - INFO - Updated target network at episode 1
2025-02-20 19:59:56,668 - src.utils.logger - INFO - Episode 2/100 - Reward: -68.80 - Avg Loss: 0.0423 - Steps: 1000 - Epsilon: 0.010
2025-02-20 19:59:59,767 - src.utils.logger - INFO - Episode 3/100 - Reward: -68.19 - Avg Loss: 0.1362 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:00:03,494 - src.utils.logger - INFO - Starting main training process...
2025-02-20 20:00:03,494 - src.utils.logger - INFO - Starting training environment setup...
2025-02-20 20:00:03,494 - src.utils.logger - INFO - Loading data from CSV: attached_assets/export300.csv
2025-02-20 20:00:03,524 - src.utils.logger - INFO - Retrieved 2 threat patterns and 298 attack techniques
2025-02-20 20:00:03,525 - src.utils.logger - INFO - Processing CVE data...
2025-02-20 20:00:03,529 - src.utils.logger - INFO - Processing attack data...
2025-02-20 20:00:03,539 - src.utils.logger - INFO - Creating feature vector...
2025-02-20 20:00:03,544 - src.utils.logger - INFO - Feature vector dimension: 8
2025-02-20 20:00:03,544 - src.utils.logger - INFO - Initializing environment...
2025-02-20 20:00:03,544 - src.utils.logger - INFO - Initializing RL agent...
2025-02-20 20:00:04,303 - src.utils.logger - INFO - Training environment setup completed successfully
2025-02-20 20:00:04,304 - src.utils.logger - INFO - Beginning training loop with 100 episodes...
2025-02-20 20:00:07,838 - src.utils.logger - INFO - Episode 1/100 - Reward: -89.21 - Avg Loss: 0.1585 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:00:07,839 - src.utils.logger - INFO - Updated target network at episode 1
2025-02-20 20:00:11,810 - src.utils.logger - INFO - Episode 2/100 - Reward: -76.14 - Avg Loss: 0.1266 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:00:15,928 - src.utils.logger - INFO - Episode 3/100 - Reward: -76.44 - Avg Loss: 0.0242 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:00:20,426 - src.utils.logger - INFO - Episode 4/100 - Reward: -76.67 - Avg Loss: 0.0167 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:00:24,076 - src.utils.logger - INFO - Episode 5/100 - Reward: -63.71 - Avg Loss: 0.0211 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:00:27,891 - src.utils.logger - INFO - Episode 6/100 - Reward: -88.08 - Avg Loss: 0.0477 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:00:32,504 - src.utils.logger - INFO - Episode 7/100 - Reward: -65.46 - Avg Loss: 0.1049 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:00:36,059 - src.utils.logger - INFO - Episode 8/100 - Reward: -65.96 - Avg Loss: 0.0227 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:00:39,551 - src.utils.logger - INFO - Episode 9/100 - Reward: -85.63 - Avg Loss: 0.0361 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:00:42,859 - src.utils.logger - INFO - Episode 10/100 - Reward: -189.96 - Avg Loss: 0.0646 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:00:42,863 - src.utils.logger - INFO - Action distribution after 10 episodes: {0: 0.4345, 1: 0.165, 2: 0.2436, 3: 0.1569}
2025-02-20 20:00:42,865 - src.utils.logger - INFO - Average reward over last 10 episodes: -87.73
2025-02-20 20:00:42,865 - src.utils.logger - INFO - Average loss over last 10 episodes: 0.0623
2025-02-20 20:00:42,865 - src.utils.logger - INFO - Current epsilon value: 0.0100
2025-02-20 20:00:50,042 - src.utils.logger - INFO - Episode 11/100 - Reward: -46.05 - Avg Loss: 0.0649 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:00:50,042 - src.utils.logger - INFO - Updated target network at episode 11
2025-02-20 20:00:53,816 - src.utils.logger - INFO - Episode 12/100 - Reward: -90.30 - Avg Loss: 0.1817 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:00:57,017 - src.utils.logger - INFO - Episode 13/100 - Reward: 150.82 - Avg Loss: 0.2715 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:01:00,629 - src.utils.logger - INFO - Episode 14/100 - Reward: -65.06 - Avg Loss: 0.4098 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:01:03,881 - src.utils.logger - INFO - Episode 15/100 - Reward: -85.41 - Avg Loss: 0.4794 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:01:09,365 - src.utils.logger - INFO - Episode 16/100 - Reward: -61.29 - Avg Loss: 0.3582 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:01:12,451 - src.utils.logger - INFO - Episode 17/100 - Reward: -74.28 - Avg Loss: 0.2012 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:01:15,679 - src.utils.logger - INFO - Episode 18/100 - Reward: -91.90 - Avg Loss: 0.3108 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:01:18,939 - src.utils.logger - INFO - Episode 19/100 - Reward: -84.05 - Avg Loss: 0.5273 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:01:22,062 - src.utils.logger - INFO - Episode 20/100 - Reward: -86.31 - Avg Loss: 0.4453 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:01:22,063 - src.utils.logger - INFO - Action distribution after 20 episodes: {0: 0.3931, 1: 0.2654, 2: 0.2174, 3: 0.1241}
2025-02-20 20:01:22,063 - src.utils.logger - INFO - Average reward over last 10 episodes: -53.38
2025-02-20 20:01:22,063 - src.utils.logger - INFO - Average loss over last 10 episodes: 0.3250
2025-02-20 20:01:22,063 - src.utils.logger - INFO - Current epsilon value: 0.0100
2025-02-20 20:01:22,063 - src.utils.logger - INFO - Reward stability (std): 57.6925
2025-02-20 20:01:22,063 - src.utils.logger - INFO - Loss stability (std): 0.1676
2025-02-20 20:01:25,395 - src.utils.logger - INFO - Episode 21/100 - Reward: -86.92 - Avg Loss: 0.6027 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:01:25,397 - src.utils.logger - INFO - Updated target network at episode 21
2025-02-20 20:01:28,502 - src.utils.logger - INFO - Episode 22/100 - Reward: -59.61 - Avg Loss: 0.6200 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:01:31,647 - src.utils.logger - INFO - Episode 23/100 - Reward: -76.92 - Avg Loss: 0.4140 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:01:34,822 - src.utils.logger - INFO - Episode 24/100 - Reward: 157.93 - Avg Loss: 0.3448 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:01:39,738 - src.utils.logger - INFO - Episode 25/100 - Reward: -80.16 - Avg Loss: 0.5922 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:01:44,139 - src.utils.logger - INFO - Episode 26/100 - Reward: -67.87 - Avg Loss: 0.3996 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:01:47,173 - src.utils.logger - INFO - Episode 27/100 - Reward: -86.17 - Avg Loss: 0.3131 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:01:50,183 - src.utils.logger - INFO - Episode 28/100 - Reward: -54.90 - Avg Loss: 0.5384 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:01:53,614 - src.utils.logger - INFO - Episode 29/100 - Reward: -115.99 - Avg Loss: 0.3568 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:01:56,748 - src.utils.logger - INFO - Episode 30/100 - Reward: -56.48 - Avg Loss: 0.4070 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:01:56,749 - src.utils.logger - INFO - Action distribution after 30 episodes: {0: 0.3519, 1: 0.32776666666666665, 2: 0.2258, 3: 0.09453333333333333}
2025-02-20 20:01:56,749 - src.utils.logger - INFO - Average reward over last 10 episodes: -52.71
2025-02-20 20:01:56,749 - src.utils.logger - INFO - Average loss over last 10 episodes: 0.4589
2025-02-20 20:01:56,749 - src.utils.logger - INFO - Current epsilon value: 0.0100
2025-02-20 20:01:56,749 - src.utils.logger - INFO - Reward stability (std): 70.9167
2025-02-20 20:01:56,750 - src.utils.logger - INFO - Loss stability (std): 0.1427
2025-02-20 20:01:59,933 - src.utils.logger - INFO - Episode 31/100 - Reward: -80.91 - Avg Loss: 0.2987 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:01:59,934 - src.utils.logger - INFO - Updated target network at episode 31
2025-02-20 20:02:03,140 - src.utils.logger - INFO - Episode 32/100 - Reward: -87.33 - Avg Loss: 0.4026 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:02:06,234 - src.utils.logger - INFO - Episode 33/100 - Reward: -171.14 - Avg Loss: 0.6950 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:02:09,604 - src.utils.logger - INFO - Episode 34/100 - Reward: -115.66 - Avg Loss: 0.8085 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:02:12,654 - src.utils.logger - INFO - Episode 35/100 - Reward: -77.90 - Avg Loss: 0.7111 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:02:16,383 - src.utils.logger - INFO - Episode 36/100 - Reward: -91.41 - Avg Loss: 0.9482 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:02:19,670 - src.utils.logger - INFO - Episode 37/100 - Reward: -62.52 - Avg Loss: 0.9561 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:02:22,854 - src.utils.logger - INFO - Episode 38/100 - Reward: -85.07 - Avg Loss: 0.7307 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:02:25,990 - src.utils.logger - INFO - Episode 39/100 - Reward: -67.72 - Avg Loss: 0.8600 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:02:29,088 - src.utils.logger - INFO - Episode 40/100 - Reward: -50.41 - Avg Loss: 0.8270 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:02:29,088 - src.utils.logger - INFO - Action distribution after 40 episodes: {0: 0.32275, 1: 0.33965, 2: 0.24585, 3: 0.09175}
2025-02-20 20:02:29,088 - src.utils.logger - INFO - Average reward over last 10 episodes: -89.01
2025-02-20 20:02:29,088 - src.utils.logger - INFO - Average loss over last 10 episodes: 0.7238
2025-02-20 20:02:29,089 - src.utils.logger - INFO - Current epsilon value: 0.0100
2025-02-20 20:02:29,089 - src.utils.logger - INFO - Reward stability (std): 58.8213
2025-02-20 20:02:29,089 - src.utils.logger - INFO - Loss stability (std): 0.2121
2025-02-20 20:02:32,169 - src.utils.logger - INFO - Episode 41/100 - Reward: -70.05 - Avg Loss: 0.7958 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:02:32,170 - src.utils.logger - INFO - Updated target network at episode 41
2025-02-20 20:02:35,542 - src.utils.logger - INFO - Episode 42/100 - Reward: -83.26 - Avg Loss: 0.9820 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:02:39,119 - src.utils.logger - INFO - Episode 43/100 - Reward: -69.61 - Avg Loss: 0.7771 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:02:42,253 - src.utils.logger - INFO - Episode 44/100 - Reward: -71.36 - Avg Loss: 1.0946 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:02:45,341 - src.utils.logger - INFO - Episode 45/100 - Reward: -54.79 - Avg Loss: 0.1918 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:02:50,521 - src.utils.logger - INFO - Starting main training process...
2025-02-20 20:02:50,521 - src.utils.logger - INFO - Starting training environment setup...
2025-02-20 20:02:50,521 - src.utils.logger - INFO - Loading data from CSV: attached_assets/export300.csv
2025-02-20 20:02:50,551 - src.utils.logger - INFO - Retrieved 2 threat patterns and 298 attack techniques
2025-02-20 20:02:50,551 - src.utils.logger - INFO - Processing CVE data...
2025-02-20 20:02:50,556 - src.utils.logger - INFO - Processing attack data...
2025-02-20 20:02:50,566 - src.utils.logger - INFO - Creating feature vector...
2025-02-20 20:02:50,572 - src.utils.logger - INFO - Feature vector dimension: 8
2025-02-20 20:02:50,572 - src.utils.logger - INFO - Initializing environment...
2025-02-20 20:02:50,572 - src.utils.logger - INFO - Initializing RL agent...
2025-02-20 20:02:51,456 - src.utils.logger - INFO - Training environment setup completed successfully
2025-02-20 20:02:51,457 - src.utils.logger - INFO - Beginning training loop with 100 episodes...
2025-02-20 20:02:54,570 - src.utils.logger - INFO - Episode 1/100 - Reward: -73.96 - Avg Loss: 0.4089 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:02:54,570 - src.utils.logger - INFO - Updated target network at episode 1
2025-02-20 20:02:57,638 - src.utils.logger - INFO - Episode 2/100 - Reward: -74.71 - Avg Loss: 0.1202 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:03:01,038 - src.utils.logger - INFO - Episode 3/100 - Reward: -61.86 - Avg Loss: 0.5833 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:03:04,337 - src.utils.logger - INFO - Episode 4/100 - Reward: -86.06 - Avg Loss: 0.5885 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:03:07,334 - src.utils.logger - INFO - Episode 5/100 - Reward: -92.65 - Avg Loss: 1.0539 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:03:10,701 - src.utils.logger - INFO - Episode 6/100 - Reward: -81.49 - Avg Loss: 1.1800 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:03:13,963 - src.utils.logger - INFO - Episode 7/100 - Reward: -76.82 - Avg Loss: 0.8746 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:03:17,084 - src.utils.logger - INFO - Episode 8/100 - Reward: -86.21 - Avg Loss: 0.9216 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:03:20,152 - src.utils.logger - INFO - Episode 9/100 - Reward: -78.15 - Avg Loss: 1.1594 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:03:23,655 - src.utils.logger - INFO - Episode 10/100 - Reward: -70.73 - Avg Loss: 0.9868 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:03:23,655 - src.utils.logger - INFO - Action distribution after 10 episodes: {0: 0.3497, 1: 0.3738, 2: 0.1776, 3: 0.0989}
2025-02-20 20:03:23,655 - src.utils.logger - INFO - Average reward over last 10 episodes: -78.26
2025-02-20 20:03:23,656 - src.utils.logger - INFO - Average loss over last 10 episodes: 0.7877
2025-02-20 20:03:23,656 - src.utils.logger - INFO - Current epsilon value: 0.0100
2025-02-20 20:03:26,786 - src.utils.logger - INFO - Episode 11/100 - Reward: -69.98 - Avg Loss: 0.7139 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:03:26,787 - src.utils.logger - INFO - Updated target network at episode 11
2025-02-20 20:03:29,951 - src.utils.logger - INFO - Episode 12/100 - Reward: -64.91 - Avg Loss: 0.8940 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:03:33,035 - src.utils.logger - INFO - Episode 13/100 - Reward: -66.90 - Avg Loss: 0.8686 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:03:36,644 - src.utils.logger - INFO - Episode 14/100 - Reward: -88.03 - Avg Loss: 0.8175 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:03:40,845 - src.utils.logger - INFO - Episode 15/100 - Reward: -400.88 - Avg Loss: 0.9910 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:03:44,274 - src.utils.logger - INFO - Episode 16/100 - Reward: -58.35 - Avg Loss: 0.5964 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:03:47,487 - src.utils.logger - INFO - Episode 17/100 - Reward: -74.04 - Avg Loss: 0.7466 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:03:50,735 - src.utils.logger - INFO - Episode 18/100 - Reward: 154.32 - Avg Loss: 0.4820 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:03:53,936 - src.utils.logger - INFO - Episode 19/100 - Reward: -69.98 - Avg Loss: 0.7342 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:03:57,147 - src.utils.logger - INFO - Episode 20/100 - Reward: -110.78 - Avg Loss: 0.7406 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:03:57,149 - src.utils.logger - INFO - Action distribution after 20 episodes: {0: 0.3697, 1: 0.31285, 2: 0.22375, 3: 0.0937}
2025-02-20 20:03:57,150 - src.utils.logger - INFO - Average reward over last 10 episodes: -84.95
2025-02-20 20:03:57,151 - src.utils.logger - INFO - Average loss over last 10 episodes: 0.7585
2025-02-20 20:03:57,152 - src.utils.logger - INFO - Current epsilon value: 0.0100
2025-02-20 20:03:57,153 - src.utils.logger - INFO - Reward stability (std): 89.6277
2025-02-20 20:03:57,156 - src.utils.logger - INFO - Loss stability (std): 0.2546
2025-02-20 20:04:00,640 - src.utils.logger - INFO - Episode 21/100 - Reward: -58.11 - Avg Loss: 0.7539 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:04:00,640 - src.utils.logger - INFO - Updated target network at episode 21
2025-02-20 20:04:03,953 - src.utils.logger - INFO - Episode 22/100 - Reward: -60.63 - Avg Loss: 0.7976 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:04:07,314 - src.utils.logger - INFO - Episode 23/100 - Reward: -92.63 - Avg Loss: 0.7150 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:04:11,095 - src.utils.logger - INFO - Episode 24/100 - Reward: -67.98 - Avg Loss: 0.7607 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:04:14,331 - src.utils.logger - INFO - Episode 25/100 - Reward: -58.11 - Avg Loss: 0.6744 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:04:18,500 - src.utils.logger - INFO - Episode 26/100 - Reward: -77.77 - Avg Loss: 0.5882 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:04:21,849 - src.utils.logger - INFO - Episode 27/100 - Reward: -68.51 - Avg Loss: 0.7690 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:04:25,019 - src.utils.logger - INFO - Episode 28/100 - Reward: -154.85 - Avg Loss: 1.3091 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:04:28,183 - src.utils.logger - INFO - Episode 29/100 - Reward: -70.85 - Avg Loss: 2.7143 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:04:31,623 - src.utils.logger - INFO - Episode 30/100 - Reward: -95.83 - Avg Loss: 2.5098 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:04:31,623 - src.utils.logger - INFO - Action distribution after 30 episodes: {0: 0.3635333333333333, 1: 0.292, 2: 0.2633666666666667, 3: 0.0811}
2025-02-20 20:04:31,623 - src.utils.logger - INFO - Average reward over last 10 episodes: -80.53
2025-02-20 20:04:31,623 - src.utils.logger - INFO - Average loss over last 10 episodes: 1.1592
2025-02-20 20:04:31,623 - src.utils.logger - INFO - Current epsilon value: 0.0100
2025-02-20 20:04:31,623 - src.utils.logger - INFO - Reward stability (std): 91.5270
2025-02-20 20:04:31,623 - src.utils.logger - INFO - Loss stability (std): 0.5756
2025-02-20 20:04:34,991 - src.utils.logger - INFO - Episode 31/100 - Reward: -79.29 - Avg Loss: 5.2306 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:04:34,991 - src.utils.logger - INFO - Updated target network at episode 31
2025-02-20 20:04:40,063 - src.utils.logger - INFO - Episode 32/100 - Reward: -43.44 - Avg Loss: 4.9280 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:04:43,915 - src.utils.logger - INFO - Episode 33/100 - Reward: -75.31 - Avg Loss: 4.3661 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:04:47,924 - src.utils.logger - INFO - Episode 34/100 - Reward: -91.46 - Avg Loss: 4.1855 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:04:51,505 - src.utils.logger - INFO - Episode 35/100 - Reward: -58.75 - Avg Loss: 6.9442 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:04:55,917 - src.utils.logger - INFO - Episode 36/100 - Reward: -84.23 - Avg Loss: 3.5753 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:04:59,402 - src.utils.logger - INFO - Episode 37/100 - Reward: -68.08 - Avg Loss: 6.7661 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:05:02,690 - src.utils.logger - INFO - Episode 38/100 - Reward: -149.47 - Avg Loss: 5.3146 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:05:06,043 - src.utils.logger - INFO - Episode 39/100 - Reward: -62.11 - Avg Loss: 4.5795 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:05:09,766 - src.utils.logger - INFO - Episode 40/100 - Reward: -61.23 - Avg Loss: 5.5305 - Steps: 1000 - Epsilon: 0.010
2025-02-20 20:05:09,766 - src.utils.logger - INFO - Action distribution after 40 episodes: {0: 0.36325, 1: 0.3204, 2: 0.23735, 3: 0.079}
2025-02-20 20:05:09,766 - src.utils.logger - INFO - Average reward over last 10 episodes: -77.34
